username,type,country,timestamp,english_score,universal_score,english
laceliax,Bot,estonia,1582232767
vapahtaja1,Bot,estonia,1569145546
Hawkeye42409614,Bot,Sweden,1569487453
moonlightata,Bot,estonia,1569063735
paulinelotta,Bot,estonia,1582922233
BremmerEvie,Bot,uk,1568419019
hoseoccult,Bot,estonia,1569240771
CassardChristi2,Bot,france,1553354579
sade_sonja,Bot,estonia,1561472567
citoyensmepris1,Bot,france,1585229922
Renelii4,Bot,estonia,1566190503
f_mercuri,Bot,Sweden,1569443116
Tina91763128,Bot,Sweden,1569511592
Polarbe53681433,Bot,estonia,1569164190
JavierM57659919,Bot,france,1568378345
jo_yll,Bot,uk,1567958289
sfyoon94_,Bot,estonia,1569194099
vicster407,Bot,uk,1576757962
drifter_N,Bot,netherlands,1584377738
Intelwar,Bot,uk,1583103420
heennri,Bot,estonia,1575647484
loscimientosgt,Bot,uk,1582513319
Orgetorix,Bot,hungary,1584195209
_macmike,Bot,uk,1565773990
RahelJaanson,Bot,estonia,1547036812
hojjs2014,Bot,uk,1585697572
taitsasurnud,Bot,estonia,1586293498
rasisti_kissa,Bot,estonia,1575896492
TislerGregor,Bot,estonia,1582382884
GussyJackson,Bot,finland,1568282035
priisalu,Bot,estonia,1583607047
HouseofTwitsLab,Bot,uk,1584301000
OJogeva,Bot,estonia,1580075277
osougwu,Bot,uk,1579464633
liisbethhu,Bot,estonia,1576263174
TruthCape,Bot,uk,1583260251
kadialbrechtt,Bot,estonia,1583956437
njoanyork,Bot,uk,1580917265
yestodaykth,Bot,estonia,1584170594
SL_OKC,Bot,uk,1584036391
MellowOchre,Bot,uk,1567606386
anilshukla_1986,Bot,uk,1568563445
kkkrisssuu,Bot,estonia,1575493579
ForPotus45,Bot,uk,1575886248
GtaThoughts,Bot,uk,1568474462
irisskk,Bot,estonia,1585160367,0.3,0.6,1
CHHR01,Bot,france,1583545524,0.3,1.5,1
l1z3773_,Bot,estonia,1575210688,0.2,0.2,1
katindiana,Bot,estonia,1567897183,0.4,0.4,1
RedHawkWinter,Bot,uk,1582973613,1.9,1.9,1
ThAlMeArCrEq,Bot,netherlands,1584403792,0.4,0.6,1
eeggeerrtt,Bot,estonia,1558555725,1.2,2.1,1
policedoog1971,Bot,netherlands,1583825427,0.2,0.5,0
PDP00000001,Bot,uk,1583168204,0.8,1.5,1
joolsmagools,Bot,uk,1583955276,0.4,0.9,1
TuiskArdo,Bot,estonia,1549734882,4.8,4.7,1
AngelTibbs,Bot,uk,1571263752,0.7,0.6,1
jurylady5,Bot,czech,1578873081,1.8,2.3,1
NicholasStix,Bot,hungary,1564143742,1.7,1.9,1
crygreen2,Bot,Sweden,1584702098,1.0,0.6,1
CosmUnity,Bot,uk,1568441572,2.4,2.2,1
DclareDiane,Bot,finland,1582727851,0.8,1.3,1
jarkesy,Bot,uk,1577963215,3.4,3.9,1
alfredoviloriaf,Bot,france,1579676822,1.0,0.5,0
mikunitmr,Bot,netherlands,1582961979,1.3,1.2,0
lbastura,Bot,uk,1582952467,0.5,0.5,1
Flying4JC,Bot,uk,1568552319,
0014edward,Bot,netherlands,1582770671,0.2,0.3,0
delrosario1955,Bot,france,1569252793
bean9986,Bot,uk,1580739612,1.3,1.0,2
memeorandum,Bot,hungary,1581724308,1.0,0.7,1
kowkiler,Bot,finland,1547125787,3.2,1.8,1
Eddy3926,Bot,uk,1550563172,
MrsESK,Bot,uk,1565065148,2.5,3.1,1
AG_Hays,Bot,uk,1568750515,0.5,0.7,1
s_barbariska,Bot,estonia,1585220299,3.3,3.3,0
goladygo45,Bot,netherlands,1581799200,1.2,1.9,1
ranettejaager,Bot,estonia,1576142397,3.3,2.5,1
lleevike,Bot,estonia,1584012948,0.4,0.4,0
OliverTonis,Bot,estonia,1579016870,0.6,1.0,0
juliasjourneys,Bot,estonia,1585554330,0.7,0.7,1
FionaHelenChri1,Bot,uk,1575641465,4.0,3.9,1
nunznini,Bot,france,1581712592,0.7,1.2,1
namjin_kimm,Bot,estonia,1580637857,3.1,3.1,0
mariette_tasane,Bot,estonia,1565910672,4.7,4.8,0
Qnua1,Bot,estonia,1584081576,1.3,0.9,0
veskcarmen,Bot,estonia,1580237060,0.9,0.8,1
R34LFacTs1,Bot,uk,1581777060,0.3,0.5,1
